mode,token_id,fills,equity_final_usd,spread_capture_mean_cents,markout_mean_cents
skew_off,35477631289241705233759154026285946627439635224019448868888132647783862821489,0,0.0,,
skew_off,36135303630970774358991758965953725374791089628290212294816140371870983436829,0,0.0,,
skew_off,36584990740430575779853916178487409250519468755041580140068769472851047579138,0,0.0,,
skew_off,36726371220435722462734467218102931225443889493446335046337202920930764439505,0,0.0,,
skew_off,36735483826570976187620023335662873012869089000041058674757539485254698650842,0,0.0,,
skew_off,37064221817179838225957455025143891294172126736355626367799841115771049178138,0,0.0,,
skew_off,37387521248243934601038595503021732211653093656817313284775149072918221081890,0,0.0,,
skew_off,37568497895153900126473020275346461590343182178991703056907093864099955621494,4,0.0,2.875,-1.75
skew_off,37865762149093398648661038242767914439965617386554698092670411198573348655442,0,0.0,,
skew_off,38577956202894813911522423295759441226459985692799781876715891336671282746369,0,0.0,,
skew_off,38746974225100760605049476871091018825176822620072388068043468416649080453478,0,0.0,,
skew_off,3990636992955197269726492696316350470613735002003547307529304314694325536205,0,0.0,,
skew_off,40195401263640671665116916114051111593115139897599831021772971493074676316453,0,0.0,,
skew_off,40473977441010332007887229299980126707900816205713676157646215720073415416624,0,0.0,,
skew_off,40689385937970031985272152180777653235879119412231903065658922913468759560353,0,0.0,,
skew_off,41996233866104795222912410391357816274047224985506748724567566680863691247794,0,0.0,,
skew_off,42498579290170525937803365597001189493798686141769429176410526295573824619073,0,0.0,,
skew_off,42714919969933366092853780460994007110779633356080906344513267969458105781543,0,0.0,,
skew_off,43321630833125241017427912676100747595457556487829359498141771278458547970943,0,0.0,,
skew_off,43528414195007977002195624860045129351164807876978747566236159804271175691009,0,0.0,,
skew_off,43922360245019925448014613233325808851342080979414111621138725695702056279772,0,0.0,,
skew_off,44827572479353518081244438746113968420401867280288091969239280589388541478697,0,0.0,,
skew_off,44832847537077444176112662567193459365947575972331908846669131226716096991085,0,0.0,,
skew_off,44914465637297319816681463234953032477919413063019359633128421605039733545953,0,0.0,,
skew_off,45270201343463663182019040935560267543606888663369415494551943549463253748361,0,0.0,,
skew_off,45315272750116791836504013666029583517532908319286234834610455739871173419179,0,0.0,,
